hotel_id,prefecture,review_text
183247,shimane,繁華街すぐそこ！！女性風呂はかなり狭いです。新しいホテルで部屋もきれいだし良かったです。
183247,shimane,駅の目の前の立地は凄く便利！！大浴場もキレイでノンビリできて気持ちよかった！ただ、禁煙ルームでしたが、入室した時に部屋が何だか臭かったのが残念でした。
183247,shimane,お世話になりました。角部屋で松江駅を見下ろせる大きな窓が素敵でした。ちょっぴり残念なことは、清掃状態がもう一つだったことです。（少し厳しすぎるかもですが・・・）
183247,shimane,とてもきれいでよかったです。
183247,shimane,駅からすぐの所でお部屋も広くて綺麗でした。お風呂も綺麗で泉質も良く疲れが取れました。朝食も種類が多くてとても美味しかったです。
529,shimane,サービスに対して、宿泊価格が高いと思います。
529,shimane,道を挟んで島根駅の向かいという好立地でした。徒歩で駅まで行けばなんでも購入できたので助かりました。清潔感もあり、アメニティも満足でした。部屋のドライヤーもパナソニックの新しいものでしたし、空気清浄機もあり文句の付けようがないです。夕食は半個室で頂きました。接客も料理の味も量も満点です。スタッフの方から細かな気遣いを頂き、新年からとても気持ちがよかったです。朝はビュッフェでしたが種類も豊富で二泊したくなりました。また是非利用したいです。
529,shimane,ビジネスで利用したので、もう少し机が広いとありがたい。その他は満足です。
529,shimane,同行の母の体調が悪く1時間早くチェクインさせていただきました。ありがとうございました。朝食がとても美味しかったです。
529,shimane,朝食は地域性を感じられて良い。夕食ブュッフェは、素材がイマイチでガッカリ。蟹とすき焼き、鰤しゃぶが食べ放題の夕食ブュッフェを楽しみにしていました。日曜日19時の時間帯のせいか、客は私、先客2名、3名のガラガラでした。蟹はズワイガニ（蒸し）ですが、全体的に脚が細くて食べる部分が小さく、旨味も少なく、何本食べようが「美味しい」と満足できるレベルでは無かったです。すき焼きは小鍋が用意されて、肉の追加はその都度スタッフに言うのですが、「国産牛リブロース」と言うものの、やはり国産牛なので、肉としては美味しくなくて、サイズも小さな細切れな肉で、すきやき感が無く、追加1回で頼む気が無くなりました。鰤しゃぶはスタッフが作るのですが、普通にお湯をくぐらせただけで特別感は無かったです。刺身で食べたかった気も。タイトルの3料理がいずれもガッカリだったのですが、それ以外の蟹の茶碗蒸し？あんかけ？は美味しかったです。朝食は、のどぐろ、あご野焼き、しじみ味噌汁、しらすなど、島根を感じられる品が多く、だし巻きや牛乳、トマトジュースも美味しかったです。昨日と同じレストランとは思えない美味しさがありました。ホテルの食事は高いけど、美味しいと言う感動が欲しいので、夕食ブュッフェでは、値段が安いので大変だと思いますが、ありきたりな料理を並べたり、質の低い肉やカニを出してガッカリさせるくらいなら、朝食同様に和食や干物などに絞って提供してもらう方が満足度は高い気がします。ホテルには格式にふさわしい、感動がある料理を出してほしいです。
8406,shimane,お料理がとても美味しく、落ち着いた空間で食事ができました喫煙所に、行く度に灰皿が綺麗になっていて父がとても感動しておりましたお部屋も綺麗でとても過ごしやすかったですまた機会があれば是非よろしくお願いします
8406,shimane,2月29日に宿泊しました。こちらの要望に丁寧に対応していただき大変助かりました。朝食も大変美味しかったです。次回も訪問する機会があれば再度利用したいです。いろいろとありがとうございました。
8406,shimane,２月２７日に宿泊しました。部屋は広い和室を割り当てていただき、ゆったり快適でした。食事は夕食、朝食とも味も良く、内容も十分で良かったです。この旅館に泊まり、良い松江旅行が出来ました。
8406,shimane,家族で泊まりました。部屋は掃除が行き届き清潔で、アメニティ類も整い過ごしやすかったです。夕食は見た目も味も良く満足です。ただ朝食が少なめなので物足りなさがありました。
8406,shimane,みなさん親切で丁寧な応対をされており気持ちの良い時間を過ごすことができました。温泉も良かったですし、なによりも食事がおいしくボリュームもあり大変満足しています。ありがとうございました。
108256,shimane,フロントスタッフが時間外でもお土産コーナーを開けてくれたり、食事でも丁寧な案内して頂きました。
108256,shimane,大浴場が改装中でしたが、部屋のお風呂も十分でした。朝食を初めて利用しましたが、とてもおいしかったです。
108256,shimane,WiFiビミョー朝からお刺身は無理だったのでパンとサラダ。美味しかったよ。温泉は入れなかったのでノーコメント駐車場が広いのはgood
108256,shimane,朝食バイキング美味しい。WiFiは重たい備え付けのコーヒーはNG温泉の時間に制限があり入れなかった。
108256,shimane,朝食バイキングのみでしたが、海鮮丼ができる刺身美味!!和食だけでなく洋食も美味しかったです♪大浴場の大湯船は使えなかったけど、ジェットバスは入れました。湯上がりの肌はサラサラした感じでした。
165626,shimane,サイコロきっぷで出雲市を引いたので、両親連れてく良さげな温泉宿無いかなと探して目に止まったところです。立地はわかりやすくて良きです。駐車場も入りやすいですし、そこからフロントへの動線もシンプルで迷う余地がない。レイクビューもほぼ部屋の窓一面、期待に違わぬところかなと。皆さん仰ってますが料理がとんでもない。絶賛するしかないので、是非一度は朝夕付きで泊まってみてはいかがかと。BBQもよいですけど。従業員の皆さんは挨拶もよく声を出しておられ、細かな質問にもきちんとした回答を頂いて好印象。よく訓練が行き届いているのだろうと思います。温泉はお湯自体は文句の付けようもないのですが、下草(芦系かな)が高いのがちょっと残念でした。刈り込みとかのタイミング次第かも知れません。ただ、部屋については部屋本体以外の細かいところでいろいろと…上がり口は引き戸を内開きドアにしたかのような狭さで、靴を脱ぐのもちょっと大変。下足入れを移設するなど何とかする余地はあると思うので改装で手を入れるなら対応頂ければ。洗面周りもタオル掛けが無い、蛇口が低い(のでポットに水がくめない)といった具合。テレビも20畳だかありそうな部屋(もっと広かったかも)に32型？だと小さいです。…とはいえ、「グランピングベース」として考えれば部屋周りのこまごまは無視できるのも確か。打ち出すコンセプトとしては大正解と思いますし、つまり立地、料理、温泉と自らの強みを正しく理解したサービス意識の高い宿としてお勧めであるというのは間違いありません。
165626,shimane,露天風呂からもうちょっと湖が見えたら良かったな。他はもう言う事無しに全てが良かったです。特に朝食、鯛シャブのあと雑炊出来たのが美味しかった。卵もかけ放題だったし。
165626,shimane,リニューアルされただけあって、全般的にきれいでよかったです。部屋のいろいろなコンセント、エアコン、テレビなど新しい設備で、気持ちよかったです。難を言えば、トイレへの段差が10センチくらいあり、夜の寝とぼけたときには要注意です。食事はちょうどよい量と質で、従業員のさわやかさがすばらしかったです。地酒もいろいろあって楽しめました。あと大浴場の着替え場所のエアコン、ほこりがかなりたまっていたので掃除されるとよいかと思います。リピートありの宿でした。
165626,shimane,リニューアルされたたいへんきれいなツインルームでした。テレビやソファの配置もくつろぐのに快適で、充電用のコンセントやUSBコンセントも大変数多くよく考えられていて便利でした。また、夕食は量控えめ会席で予約しましたが、質、量とも申し分なく、たいへん美味しかったです。朝食も、しじみ汁をはじめたいへん美味しい和朝食でした。この宿泊料金でこの内容は、あり得ない素晴らしい宿泊となりました。本当にありがとうございました。
165626,shimane,日程と場所だけで決めましたが、とても良かったと満足しています。フロントスタッフも、食事の際の接客も感じよく、食事もおいしく、お風呂も気持ちよく、リューアルしたそうで、設備も備品も新しく快適でした。ベッドの上に立たないと外が見られなかったこと、シャワーキャップがなかったことが残念でした。機会があれば、また来たいと思います。
10947,shimane,松江しんじ湖温泉のなかにあるホテルです。そのちょっと端の方にあるので、飲食店に行くのに徒歩だと少し時間がかかるかもしれません。部屋はとてもきれいに整えられていて、広々と使えました。大浴場も露天風呂もあり、ゆっくりと湯に浸かることができました。大浴場にはタオルやカミソリなどは設置されてないので、部屋から持っていく形です。館内にレストランなどもありましたが利用しなかったので評価はしていません。宍道湖畔の眺めもよくて、穏やかに過ごせるので、また泊まりたいホテルです。
10947,shimane,和室は初めて利用しました。大浴場にも近くて気軽に利用できるのが良いところでした。居心地も良く、フロントの方も親切です。飛行機の欠航に伴う突然の予約ながら、良いお部屋で大満足です。
10947,shimane,松江は年に二度ほど訪れるのですが、こちらへの宿泊は今回が初めてでした。古き良き温泉旅館のようでありながら‥‥迷いそうになるほどの広さ、露天風呂まである温泉大浴場など‥‥私のような素泊まり個人旅行にも対応していただけるなど、時代に合わせて進みゆくようですね。また機会があればお世話になろうと思いますので、その際はよろしくお願いします。
10947,shimane,立地、眺望、お部屋の感じは、良かったですが、食事の内容と味、サービスに不満を抱きました。お品書きもなければ、料理の説明もなく、副菜の見栄えや味もあまりよろしくなく、メインの牛肉料理も期待しておりましたが、残念ながら美味しいと感じられるほどではなかったです。
10947,shimane,3月31日に家族4人で1泊お世話になりました。空いているタイミングだったのでスムーズにチェックイン出来ましたが、部屋まで案内があるのかと思っていたのが無かったので少し拍子抜けしました。部屋に入ってすぐに気付いたのですが、宍道湖を見渡せれる絶景だったのですが、窓に大きな手形がベットリ。フロントに連絡したらすぐに駆け付けていただき拭き取っていただきましたが、なんとなく後味が悪く。あと、トイレ内の臭いがスゴく気になりましたが、排水溝？？芳香剤とか対策をされたほうが良いかと。便座に座っていると隅に埃とクモの巣がありました。１日や2日で溜まった埃ではなさそうなので清掃時のチェック箇所に必要ではと。浴場は細かくは見てませんが快適に疲れを癒せてのんびり出来て満足でした。自分的に宿泊時の最大の評価ポイントである食事ですが、これは最高点以上でした！内容はもちろん、接客されているスタッフの方々の対応、食事処の雰囲気など全て良かったです！朝も同様に最高点以上です！周囲は静かで宍道湖の景色も良く、松江城にも近く立地は良かったです。のんびりされたい方にはおすすめです。食事が完璧だったので、部屋の清掃を改善されたらもっと良い宿になるのにもったいないなと思いました。
70744,okayama,立地、食事、外観等、全体的コスパも良くて十分楽しめました！！木や植物が多いことで別荘感が増して良かったのですが、コテージの窓からは木や植物しか見えなくて、景色だけがすこーーしだけ残念かな…？？総合的には非常に満足でした！
70744,okayama,中心部から離れているので，外に飲みに出るという選択肢はありませんが，大満足できる夕食でした。朝食もボリューム満点。フロントの方の配慮も素晴らしく大満足でした。十数年前に宿泊したことがありましたが，その時よりもかなりのレベルアップでした。お風呂もお部屋も。次に湯郷に行くときにも必ず予約します。
70744,okayama,定番の牛及び豚のしゃぶしゃぶを頂きました。最高の夕食でした。温泉も良かったです。次回も宿泊します。
70744,okayama,空き部屋があるとグレードアップしていただき広いコテージを2人で使わせていただきました。夕食もボリュームもあり美味しかったです。風呂も露天風呂が木々の中でゆったり入りました。欲を言えばコテージにバスタオルなどを干すものがあれば良いと思いました。バスタオルは多めに置いてありましたが2人でそんなに使うのは悪く使ったものを干しておきたかったです。又行きたいホテルの一つになりました。お世話になりました。
70744,okayama,お正月に泊まりました。お風呂もきれいで、食事もお腹いっぱいになりました。お正月ということで、朝は雑煮も出してくださいました。すごく美味しかったです。スタッフの方も皆さん親切で、気持ちよく泊まれました。また行きたいです。
147499,okayama,倉敷観光はよくするのですが、前から気になっていたこちらのホテルを今回初めて利用させてもらいました。それだけ期待していただけに、また予約していた部屋と若干違っていて、お風呂が御影石のバスタブだったはずが、大理石のお風呂で正直「えっ？」ってなりました。でも1人での贅沢使用だったので、お風呂以外は思ってた通りの雰囲気・広さに、あと清掃も行き届いてて申し分ないくらいでした。あの御影石の部屋は。。と気にはなりましたが、恐らく2名様以上利用であてがわれるのかなぁと勝手な想像で諦めました。多分、このような贅沢旅行はもう最初で最後なので、こちらのホテルの利用はもうないかと思いますが、スタッフさんの対応は普通によく、ロビーに入ってからのすぐの声かけは素晴らしかったです。今回は、素敵な部屋でゆっくり過ごす事ができ、非日常を味わえてよかったです。お世話になりました。
147499,okayama,いつも利用させてもらっています。今回もツインのお部屋を一人ずつ贅沢に使わせていただきました。最上階で眺めもよく、周りも静かで美観地区にも近くて、とてもいいホテルです。特にお風呂はリッチな気分で、アメニティの入浴剤もいい香りでとてもいいサービスだと思います。ペットボトル2本もありがたい、空気清浄機もあって、朝ごはんも多すぎず少なすぎず、ちょうどいいです。倉敷にはたびたび行きますので、ここに泊まるとホッとします。
147499,okayama,お部屋が広くてベットも大きくてお風呂も広くて大満足です。かなりリラックスできました。朝食もメニューがたくさんあり美味しかったです。近くに居酒屋やカフェもあり何より美観地区に直ぐに行ける立地は最高でした。チェックアウトも１２時なのでゆっくりできました。
147499,okayama,いままで泊まったホテルの中でもかなり良かったです。使った部屋は、バスタブとシャワー別でのんびり入れました。場所も美観地区入口そばで、すぐに散策できました。バイキング形式の朝食も種類も多く、岡山産のものもいくつかあり楽しかったです。贅沢をいえば、あたたかいメニューがもう少しあると良かったです（いったときは非常に寒い日でしたので）。フロントの方には事前にお願い事をしていましたが、丁寧に対応していただき感謝しています。おかげさまで楽しく過ごすことができました。チェックアウトも比較的遅めなので朝美観地区をまわってからでも間に合うのも地味によかったです。機会があればまた利用したいです。
147499,okayama,駅から楽々徒歩圏内、コンビニ近い。建物は豪華風、バブル期の香りもする様な。部屋は広くて快適、ただ扉の塗装が剥げてたり、少々全体に古びており、メンテに苦労されているのかな、とも。従業員の方の対応は一流。立派です。ただ、部屋数が大くないのでスケールメリットを出しにくいのか色々大変かも。朝食も美味しいのですが、品揃え、高級感等はいま一つ、いま二つ。スープ、味噌汁がマシンでのサービスとはいかにもビジホ風です。イチゴをテーブルに届けてくれたりと従業員の方の努力はよく伝わるります。少々切なくなりますが、頑張って欲しいホテルです。
179160,okayama,きれいで助かります。
179160,okayama,スタッフさんは、親切。場所が分かりづらかってちょっと不安になりました。場所以外は満足
179160,okayama,朝食のパンが美味しかったです。ホテル全体が綺麗でとても過ごしやすかったです
179160,okayama,息子の引っ越しで岡山に行き、前日もこちらに宿泊し、長引いた為、もう一度ホテル泊となり迷わず同じスーパーホテルを選びました。綺麗でサービスも良く、とても満足です。これからもまだまだ岡山に行くと思いますが、夫婦共々ホテルはこちらにさせていただきたいと思っています。
179160,okayama,値段の割に良かった
162970,okayama,お風呂の時間が長くて良いです
162970,okayama,全体的にとてもキレイ。ゆっくり出来ました。やらなかったけど、入口にあった甲冑を着て写真撮りたかった。
162970,okayama,子供の試合に参加するために利用しました。ホテル自体は満足でしたが、駐車場が国道を渡らなければならず、荷物を運ぶのに少し疲れました。駅も近いし身軽な旅行で利用するのであれば良いホテルかと思います。
162970,okayama,美観地区や繁華街にも近く、サウナと大浴場もありとても過ごしやすいです。また利用します。
162970,okayama,駅前から徒歩圏内だったので、迷うことなく、伺うことができました。大浴場は洗い場が3箇所だけだったので、混雑時に入浴しようか迷いますね。湯船は、大きくてゆっくり入れました。
799,okayama,たまたま私の部屋だけなのか、写真の印象とはかなり異なっており、古い印象でした。皆様、大浴場に行くからか、シャワーカーテンのカビが気になりました。また、エアコン(暖房)が全く効かずに布団に入らないといられませんでした。さらに、翌朝にウォシュレットか止まらなくなり５分くらい立ち上がれず状態でしたが、何とか止まって事なきを得ました。ただ、布団は暖かかったです。
799,okayama,三が日に利用させていただきました。お風呂に期待していたのですが狭くてびっくりしました。施設は古い割には綺麗でした。食事も楽しみにしていたのですが1人感じの悪い方がいらして少し不快でした。天ぷらが少しあげすぎかなぁと感じました。豪華なんですが味がなんか惜しい！という感じですね。サービスのドリンクやお神酒などもあったのでそこはとても良かったです。あと、フロントのスタッフの方は凄く対応がよく我が子におまけのおもちゃを用意していただいたり終始笑顔でよかったです。ありがとうございます。
799,okayama,倉敷に宿泊する際はいつも利用しています。施設は少し古いですが部屋は綺麗に清掃されており、朝食も美味しく料金も安いとても良いホテルだと思います。
799,okayama,とにかくスタッフの方々の接客が素晴らしいです。食事なしのプランのためレストランで個別に注文のお料理もとても美味しかったです。
799,okayama,妻と2人で宿泊。部屋は広くツインの部屋に泊りましたが床カーペットはタバコの焦げた後があるし、テレビは小さく…フリードリンクとネットにあったが、ロビーでしか飲めず部屋には持って行けず、他のホテルは部屋に持って行けるのに。お風呂も朝イチに行ったら底の方はヒンヤリしていて最低。次は行かない！
68206,okayama,岡山駅前のビックカメラの上にあり、駅チカでとても便利です。部屋が広く少し仕事するのにも快適でした。通りの反対側に繁華街があり一杯飲みに行くにも便利です！
68206,okayama,岡山駅の駅前なのでとても立地が良く安全です。ショッピングや外食に、何をするにも大変便利です。ツインのお部屋は広くて清潔、とても快適な滞在となりました。ぜひまた宿泊したいと思います。ありがとうございました。
68206,okayama,部屋が広くて快適に過ごせました。
68206,okayama,駅から近く立地は最高。だけど、お部屋に小さい窓はあるものの建物の内側だからか昼間でも日が全くなく常に暗い部屋だったのが残念。広めの部屋にしましたーと言われてわくわくして入った部屋だったのでがっかりでした。また飲み物やアメニティはフロント入口にあったけれどチェックイン時には全く説明がないので、気づいたのはチェックアウト時でした。
68206,okayama,駅近で、新幹線まで遠くなく、夜の会食も便利で良かった。
10721,okayama,全部がとてもよかったです。お部屋は思ってたよりもだいぶ広く且つ窓面が広いので開放感と見晴らしがよかったです。温泉も良く、サウナと露天風呂があるのも気持ちよかったです。アメニティは女子は選べるシャンプートリートメントがあり嬉しいサービス。ただ女子風呂には化粧水乳液ありましたが男子はなかったそうであればよかったと。食事もとても良く、特に朝のバイキングは品揃えにびっくりしました。夕食朝食ともにとても美味しくいただきました。
10721,okayama,津山の観光からルミナリエ予定の前夜宿泊しました、とにかく、夜も朝もプランの料理最高でした。温かいものは作りたての奉仕何よりでした。風呂は露天の湯が気持ちぬるいのと夜は照明がもう少しあるとお子様、お年寄り危なくないのでは？と思いました、また良いプランが出れば宿泊したいです。
10721,okayama,雨予報のせいで、キャンセルが出ているようで、空いてました。おかげで、静かに過ごせました。食事も風呂もガラガラで、ホテル側は、気の毒でした。
10721,okayama,静かな環境の中でしっかりリフレッシュできました。ありがとうございました。朝食も良かったです。
10721,okayama,朝夕共に、食事が美味しかったです。夕は飲み放題だったので、好きな飲み物と一緒に食事を楽しく頂きました。朝の食事は、ブュッフェスタイルで、種類豊富でデザートまで美味しく、頂きました。ＣＯＳＴＡコーヒーもあります。温泉は露天風呂もあり、シャンプーバーも楽しみました。部屋は、古いですか清掃が行き届いており、カプセル式のコーヒーメーカーもあります。
5599,okayama,無料のレンタサイクルがあり大変便利でした。
5599,okayama,2度目の利用です。夜でも冬は肉まん食べられるのが大きいですし、朝は菓子パン、またドリンクバーもあって嬉しいところ。アメニティも充実してます。
5599,okayama,1/26に宿泊しました。岡山駅から徒歩9分という好立地で、非常に安かったです。部屋は一人にとっては十分に広く、最低限ほしいアメニティがありました。そしてドリンクバー、入浴剤なども無料で利用できるようでした。さらに朝や夜には無料の肉まんをいただけることに驚き、美味しかったことにまた驚きました。低価格のため仕方ないですが、ドア下部に少し隙間があり、廊下の声が聞こえることがありましたが、正直それ以外は完璧でした。
5599,okayama,24時チェックイン、5時チェックアウトの短時間滞在でしたが、快適なお部屋で身体を休めることができました。部屋も思っていたより広く、コストパフォーマンスは良いと思います。今回は時間の都合で活用できませんでしたが、朝食パン無料やフリードリンクは魅力的でした。また機会があればこちらに泊まりたいです。
5599,okayama,正直そこまで期待はしていませんでしたが、友達が予約したのと同じところだったのでという理由で泊まりました。ベッドが狭いのは嫌だなぁと思っていましたが、セミダブルでしっかり広さもあり、お風呂やトイレもリニューアルしてたのかとてもきれいで快適でした。朝ごはん無料、アイス無料、ドリンクバーも無料。入浴剤もどうぞっておかげで疲れが癒されました。自販機のお水とかもちょっとお安くて、コンビニに行かずに過ごせるとは思いませんでした。そしてホテルのキャラクターマイラッコがあちこちにいて、ちょっとしつこいと思いながらも最後には名残惜しくなるほどかわいく感じてしまうところもありました。次に岡山に来るときもぜひ予約させてもらいたいと思います。ありがとうございました。
67048,okayama,全般的には良く出来ています。しかし朝食が品薄になっていることが多く感じました。したし味は美味しいです。
67048,okayama,チェックイン時、リピートであれば住所・氏名などの記載が不要となるようなシステムであればいいと思います。
67048,okayama,夕食付でしたが、ちょっと食べれるものが少なくがっかりしました。朝食はしっかり量もありました。（両方ともバイキングスタイル）
67048,okayama,朝食が美味しかった。大浴場が有れば最高です。
67048,okayama,帰省の際に色んな箇所に宿泊しています。今回は市役所に近いエリアで。駐車場が無料(出し入れも自由)、お部屋の広さで選びました。施設は古いですがきちんと掃除もされていて快適に過ごせました。朝６時からオープンのキムラヤパンが併設されているため朝食無しでもそこで購入可能です。近くに飲食店も多いので夕食無しのプランでも困らないです。ただすぐ近くにはコンビニはなさそうだったので、入館前に立ち寄った方が良いかもしれません。お風呂の湯量も多かったのですぐにためることができて、助かりました。サービスも良くてゆっくりできて良かったです。お世話になり、ありがとうございました。
5621,okayama,いつも利用してます。
5621,okayama,食事なしの素泊まりでしたが、隣の別館1Fに岡山で有名なキムラヤパンのモーニングを頂きました。部屋も綺麗で広く、お風呂とトイレが新しく綺麗でゆっくりできました。立地がちょっと分かりにくかったのですが、一度泊まれば次回から迷うことも無いので、岡山に来ることがあれば、またお世話になろうと思います
5621,okayama,いつも便利に利用しています
5621,okayama,部屋が大きくとても綺麗に清掃されており、とても良いホテルだと思います。
5621,okayama,駐車場が、狭いのが、割と早く着いたのですが、一台だけ空いてました。二食付きで、良かったです
7584,okayama,利便性も良く静かで快適でした。
7584,okayama,倉敷美観地区に程近く利便性抜群でした。
7584,okayama,駐車場には管理人さんが居られとても丁寧親切で対応もすごく良かったです。夕食は、ディナー付きのコースで料理も配膳サービスもとても良かったのですが、朝食のブッフェは品切れのものも有り残念な感じでした。
7584,okayama,家族5人で利用しました。子どもは3人で、添い寝2人。禁煙部屋で室内は寒くもなく快適でした。ユニットバスはシャワーが強めで良かったです。他のお客さんは、ホテル前のファミマに買い出しに行っていたようです。朝食はビュッフェで美味しくいただきました。子どもはパンを焼くのに夢中で楽しかったようです。ホテルは美観地区の入り口なので、朝食後、すぐに散歩に行きました。とても便利なところです。
7584,okayama,2024/02/01(木)に両親と私の3人で宿泊しました。両親の故郷である岡山県井原市へ行き、その帰路、美観地区を散策したいとの母の希望で倉敷国際ホテルを選びました。数歩で美観地区入口が有り高齢の両親にはとても助かりました。ホテルの方はとても親切丁寧で荷物を荷台に載せて運んでくださり、手押し車で歩く父を横で歩幅を合わせて見守って下さり、何から何まで大変お世話になりました。ホテルの壁画の大きさに感銘しました。吹き抜けのロビーはゆったりとしていて建物は決して近代的ではないのですが、それがこのホテルの良き懐かしさ。朝食は美味しく特にプリン、ヨーグルト、牛乳は最高でした。残念だったのはこの期間美術館がお休みだったことでした。また美術館へ行きたいのでこちらのホテルを利用しようと思います。
181244,okayama,大浴場、脱衣場は綺麗。ダイソン製のドライヤー使い勝手が良かったです
181244,okayama,用事と観光で伺いました。雨でしたが、駅から商店街沿いのホテルなので濡れずにチェックイン出しました。早めに荷物を預けられたのも助かりました。新しく綺麗なホテルでスタッフもとても気持ち良い対応で良かったです。部屋でお風呂の混み具合がわかり、私は落ち着いて入れましたが、遅く行った夫は湯船にアカが浮いていて気持ち悪かったらしいです。最上階で夜景を観ながらドリンクが飲めたり、同じ場所で朝食良かったです。全体的に廊下やお部屋が暗くもう少し、明るいと良いかな。また、利用させていただきたいです。
181244,okayama,応対が丁寧で、部屋もキレイ、リッチも良いので満足してます。あえて言うなら、海外から来られた団体連泊のお客様が騒々しいのが困る。一部のお客様ではあるが、毎回必ず、上記の方がいる。今回も景観よく広さも雰囲気もある最上階のラウンジが、カラオケのパーティールーム化。何テーブルも使い、近所で購入したお酒やお菓子を広げ、他のお客様が隣で静かに過ごしているのもお構いなく、大はしゃぎ。サービスドリンクをステンレスボトルに入れ放題。エレベーター、廊下、一階エントランスホールでも、大勢で広がってるし、大声で喋っていて聞こえないのか、声を掛けてもどいてくれない。お客様本人の問題だし、とても良いホテルなので、ホテルの印象を下げたくはないが、毎回のことなので、今後の利用を検討したくなってきた。
181244,okayama,サービス、施設、食事、全てよかったです！
181244,okayama,フロントの方をはじめ、スタッフの対応が素晴らしく、また利用したいホテルでした
182736,okayama,1泊2日で宿泊しました。スタッフの方々が非常に丁寧にが対応してくれました。朝と夕の食事もとても美味しく費用に対してとてもお得感を感じました。
182736,okayama,毎年スノボシーズンに利用してます。コスパ最高！少し奥まった道の駅にあるホテルですが、部屋数は12部屋で少ないためゆっくり家族ですごせます。また、料理も凄く美味しいし文句の付けようがありません！昨年と今年は雪が少ないため、少し離れたスキー場に行ってますが、やっぱりこのホテルを利用してます。後悔はしないホテルです！
182736,okayama,蒜山高原を眺めながら泊まれるお宿で素敵でした！友達の結婚おめでとうケーキなどもフロントで預かってくださり、とても親切でした。ありがとうございました！
