hotel_id,prefecture,review_text
17927,ishikawa,一昨年に急遽入院したためキャンセルしたリベンジで宿泊しました。食事は嗜好を凝らされていて美味しかったです。ただ不満だったのが離れの部屋。隣接しているトイレは別棟を建付けたのでしょうが、そこから隙間風を感じて肌寒かったです。
17927,ishikawa,雪の降る天気でしたが、山の斜面の木々が雪化粧して、冬の庭園を楽しむことが出来ました。食事会場のプールサイドレストランの周りを囲む庭は夜間照明の色が変化して幻想的な感じでした。お部屋はジャグジー付きの和洋室で、65型くらいもあるTVが備え付けてあり、ちょっとしたホテルのJスィートに泊まっている様でとても寛げました。貸切のプールやフィットネスルームも満喫出来ました。お風呂も凄く開放的で大きく、洗い場もとても清潔な気がしました。夕食はステーキの脂が良質でとても美味しかったです。朝食の時に出てきた石川県内各地の小鉢のいくつかが、お品書きと違っているのを見て、地震で入って来ない食材が有るのだなと実感しました。1日も早い復興をお祈りします。高級なリゾートホテルに泊まっている気分にさせてくれる宿でした。
17927,ishikawa,お部屋に露天風呂付きで、風呂が大好きな子どもがとても喜んでいました。予約制のジムなど、前回コロナ禍に利用時は子どもは使用できないとのことでしたが、今回はシステムが変わったのか、利用できました！初めてのプール、ジムの利用でしたが、とても良かったです！
188342,ishikawa,金沢駅前で利便性が良い
188342,ishikawa,綺麗で快適でした。また利用したいと思います。
188342,ishikawa,お部屋がキレイでした。カウンター机・イス２台がついていて、利用しやすかったです。
188342,ishikawa,フロントの方の対応がとても良いです.お部屋もとても綺麗でした。
188342,ishikawa,1/5から父子で帰省の為利用させて頂きました。以前のダイワロイネットホテルの時に一度利用した事があるので立地の良さはわかっていました。リブランドオープンですのでやはり中もキレイ！シャワーの水圧も悪くなかったです。地震を考慮して出来る限り下層階にしていただきたいとこちらの要望にも対応していただき助かりました。ありがとうございました。また利用したいと思います。
180588,ishikawa,建物は新しくきれいです。食堂で18時から20時だったかなアルコールからソフトドリンク無料で飲めます。部屋のテレビは大画面でNetflixに個人で入ってる人は、大画面で見る事が出来ます。朝食のバイキングの品数も丁度良く美味しいです。大浴場は凄く綺麗で3から5人が同時に入れます。少し熱いの好きな私からしたら途中で寒くなります
180588,ishikawa,ツインルームにしていただき、とても快適な滞在でした。大浴場、朝食バイキング、ともに満足です。駅近な立地もよいですね。またLavotに会いに来ます。
180588,ishikawa,1/26に宿泊しました。部屋もとてもキレイで朝ごはんのバイキングがとてもよかったです。また利用したいです。
180588,ishikawa,温泉もいいし、朝食は地元の料理を食べられて、たいへんよかった。特にスタッフさんがとても丁寧で嬉しかったです。また金沢行くとき宿泊したいです。
180588,ishikawa,スタッフの方の対応が、とにかく良く、快適に過ごす事が出来ました。ありがとうございました。
2050,ishikawa,風呂とトイレが分かれ洗い場にシャワーを流せるため、アメニティの入浴剤で湯船にのんびりつかれたアメニティも十分寝間着のガウンも肌触りがよくタオルも、バスタオル、フェイスタオル、ハンドタオルが置いてある地元新聞のサービスもある
2050,ishikawa,幼いころ両親に連れてきてもらって以来、二十数年ぶりの宿泊でした。変わらぬ高級感とこだわりの朝食で昔の楽しかった記憶がよみがえりました。これからは時々泊まりに行くようにしたいです。
2050,ishikawa,安定のホテルでした。平日に利用させて頂きました。食事もゆっくり食べれたので良かったです。
2050,ishikawa,駅から地下道で移動できるので天気を気にせず便利。連泊で掃除を辞退したら、追加で必要なアメニティがないかなど電話で確認があり助かりました。
2050,ishikawa,2泊を別々に予約してしまったが、当たり前のように同じ部屋に連泊させてくれた。ズボンプレッサーを頼んだら直ぐに持ってきてくれるし、新聞のサービス、12時チェックアウトの余裕感、全て大満足。金沢に来た時には必ずまた泊まりに来ます。ありがとうございました。
184275,ishikawa,チェックイン時にスタッフの方から提案していただき、追加料金をしてスイートツインにグレードアップしましたが大正解でした。少しの差額で、それ以上の価値のある上質なホテルステイができました。倍の広さのお部屋に大きなソファ、お風呂の浴槽も足を伸ばしても寝れる広さ、トイレが別でゴージャスな洗面台2箇所。泊まるなら絶対スイートがおすすめです。ご提案してくださったスタッフの方に感謝です。クラブラウンジのスイーツもお酒もお料理もクオリティが高く、胃袋が足りません。ケーキの種類が無くなるのが早かった印象でしたが、この日がたまたまだったのでしょうか？でもおなかいっぱいケーキを食べることが出来ました。時間限定のバイオリン生演奏を聴きながら飲むお酒は最高でした。朝食バイキングはライブキッチンのスタッフの方が親切にいろいろおすすめしてくださってやはり胃袋が足りません。お味は言うまでもなく全て美味でした。目の前でカットされたお刺身がプリプリでした。総じて文句の付け所がないホテルですが、なによりもスタッフの方々の細やかな気配りが素晴らしいです。ラウンジのスタッフの方々のお声がけが過剰すぎず心地よい時間を過ごせました。居心地良すぎて、ホテル滞在中に、後日またリピートする計画を立てました。元旦の地震の影響でしばらくは寂しい状態の金沢が続いて大変でしょうが、ホテル運営の方々、スタッフの方々にはぜひこのサービスクオリティを維持していただきたく願います。石川が元気になるのを願い、微力ながらまた観光しに金沢に訪れて、ぜひこちらのホテルを利用させていただきたいと思います。素敵なホテルステイをありがとうございました。また絶対来ます、スタッフのみなさんもご自愛くださいませ。
184275,ishikawa,１月１２日に家族で利用しました。近江町市場、金沢城、東山といった観光地も徒歩圏内で、とても立地のいいホテルです。とてもリーズナブルな料金で、部屋も浴室も広く飲み物も無料で室内に備えていただき、とても快適に過ごせました。また、避難生活で脚の弱った母親も、車椅子を貸し出していただいたお陰で、移動がすごく助かりました。できれば２部屋同じフロアだとさらに有りがたかったのですが、直前の予約だったので贅沢は言えないと思います。
184275,ishikawa,1月1日に宿泊し地震が起きました。エレベーターは使えなくなりましたが、スタッフの方々が非常階段の要所に立ち、「申し訳ございません」「大丈夫ですか？」等、気遣う言葉をかけてくださっていました。自然災害なのでホテルに責任はないのに、階段ですれ違うお掃除担当の方にも「ご不便をおかけして申し訳ございません」と声をかけていただき、恐縮しました。被災しているのはスタッフの方も同じ、というか地元の方でしょうからご家族のことやご自宅のことも心配でしょうに、不安な様子は見せずにチェックアウトの時まで温かいお声がけをいただき、丁寧にご対応くださいました。夜には非常食もひとり一つ配布してくださったり、大きな地震だったにもかかわらず朝食は噂通りメニューも豊富でどれもおいしく満喫させていただきました。普段はレビューは書かないようにしていますが、今回はスタッフの皆様に感謝をお伝えしたく書かせていただきました。ありがとうございました。落ち着いたらまた金沢を訪れ、こちらのホテルにお世話になりたいと思います。一緒に宿泊した高齢の両親も朝食やホテルの雰囲気を大層気に入り、また訪れたいと言っています。
184275,ishikawa,文句のつけ所がないホテルだと思います。クラブラウンジアクセス付きのお部屋を利用しましたが、観光に行っても真っ先にホテルへ戻りたくなります。アルコールも美味しく料理も美味しく、朝食はとても素晴らしく、なんて言ってもクラブラウンジ内のスタッフの方々がとても素敵で、特に男性スタッフの方が最高のお言葉使いに立ち振る舞い立派でした。
184275,ishikawa,クラブラウンジでの食事はどれも見た目が素晴らしく，とても美味しかったです．部屋もゆったりとしていて大変使いやすかったです．
177000,ishikawa,設備も大変よくフロントの対応も最高でした！！
177000,ishikawa,朝ごはんのメニューが豊富で、どれもとてもおいしかったし、きれいでおしゃれな空間で良かった。景色があまり見えない部屋だったが、ベッドも広くテレビも大きく、おふろも丁寧に清掃がされた広いものだったので、遠方からでも十二分にくつろげた。フロントのスタッフさんも丁寧な対応をしてくださり、すてきな旅になった。
177000,ishikawa,ホテル代に対して大変コスパの良いホテルでした。ウエルカムドリンクワインもオシャレで良かったです。風呂トイレが広くてきれいでした。案外駅前エリアも歩ける距離でした。また泊まりたいです。
177000,ishikawa,朝食ブッフェが豪華で美味しかったです。
177000,ishikawa,バス、トイレが別でとても良いウエルカムドリンク、コーヒーサービスは非常に良かった。ビジネスだったので机に合う椅子が有ると助かりました。
183231,ishikawa,いつもお世話になっております。新しくてきれいで、必要最低限のものがキチンと手に入り、ありがたい限りです。最近は朝食なしですが、地元の料理が出て工夫されているのもいいですね。これからも、よろしくお願いいたします。
183231,ishikawa,部屋の風呂はトイレとセットのユニットバスで狭く足が伸ばせない。
183231,ishikawa,普通のビジネスホテルです。ホテル付近に飲食店はありません。雪の中でしたので一番近いコンビニも遠く感じました。
183231,ishikawa,綺麗で最低限のものはあり、ビジネス利用なら良いと思います。
183231,ishikawa,初めて泊まりました。料金：連休前ではとても安価フロント：丁寧な説明。早朝チェックアウト時も丁寧な送り出し館内：綺麗部屋：内装良しエアコン：効きは良いバス：内装は綺麗。浴槽が小さいトイレ：普通立地：意外とわかりずらい場所を聞こうと電話をすると、すべて自動音声。迷っている人に自動音声、ショートメールを送るだけというのは、ちょっといかがかと思いました。
9004,ishikawa,大正ロマンの華やかなロビーとお部屋近江町市場や金沢城近く観光にも便利アメニティも充実していて、お部屋にはマシンで入れるコーヒーや加賀棒茶もあり九谷焼のカップで頂き癒されました又泊まりたいと思います
9004,ishikawa,大正ロマンのような和洋折衷の内装となっており、とても優雅な気持ちで過ごせました。温泉の男湯は私好みの高温の部類で、水風呂とマッチしており何往復もしてしまいました。ラウンジのスパークリングワインの炭酸が抜けていたこと、カクテルを含むハードリカーの種類が少ないことは少し残念です。あの内装はハードリカーに合うと思います。また機会があれば泊まりたい宿です。
9004,ishikawa,チェックイン、チェックアウト後も荷物を預かっていただき、快適に観光出来ました。また、貸し傘も重宝しました。食事は丁度良い量で、美味しく頂けました。ただ、浴衣のまま食事処に行けないのは残念でした。露天風呂が無いのも、物足りなかったです。震災後でしたが問題ありませんでしたので、旅行に行って金沢を応援しましょう。
9004,ishikawa,震災後の宿泊で心配していましたが、問題なく泊まれました。兼六園にほど近く早朝散歩など堪能できます。料理は大満足でとても良い味でした。温泉も気持ちよく一泊で3回も入りに行ってしまいました。サービスや、アメニティも充実してまた泊まりに行きたいホテルになりました。
9004,ishikawa,震災の影響は特に感じられませんでした。大正ロマンあふれる部屋、ピアノ演奏のあるラウンジも雰囲気がよく非日常を感じることができました。治部煮も夕食と朝食との違いがあり、石川のご当地メニューも多く美味しくいただきました。また街中での温泉なので、温泉地から金沢まで移動しなくて済み金沢城公園、兼六園なども近く観光に時間を有効に使え便利でした。以前も宿泊しましたが、機会があればまた宿泊したいと思います。
184120,ishikawa,震災支援の兼ね合いで、長期で宿泊しました。深夜に出発し、昼過ぎに戻るスケジュールでしたが、ホテルに戻るとルーム清掃してるタイミングでしたが、毎日綺麗に清掃されており、清掃される方達の意識の高さと心配りに感動しました。経年劣化で汚れて部分はありますが、清潔に保たれており、疲れを癒し、また翌日頑張ろうと思えました。ありがとうございました。
184120,ishikawa,基本的に立地もよく、部屋の設備も真新しく使いやすいものでした。「本当にこの料金で良いの？」というレベルです。欲を言えば、ビジネス向けにコインランドリーがあると助かります。
184120,ishikawa,１月１日の大地震で住んでいる地域が断水。たった２日の断水でもすっかり疲れてKOKOHOTELで休ませていただきました。きれいな部屋、バスルーム。ゆっくりお風呂に浸かり、シャンプ-。ひろびろしたベッドでぐっすり眠って生き返りました。旅先で泊まるだけでないホテルの効用もあるのですね。本当にお世話になりました。これからも心身が疲れたとき利用させていただくかもしれません。ありがとうございました。
184120,ishikawa,いつも気持ちよく利用しています。
184120,ishikawa,立地は観光を拠点に考えたら最高の場所だと思います。電車からだとタクシーで向かわないと少し遠いと思いますがそこは特に気にならなかったです。ホテルやお部屋はとても綺麗でした。お風呂に関してはこの規模だと妥当かなと思います。お湯が少し温くてそれ以上熱く出来なかったので寒い日は体がなかなか温まりづらいなと感じました。食事はしてないので評価なしです。受付の対応も特に不満もなく良かったです。
181417,ishikawa,部屋はきれいで温泉付き。アルコールもフリー。
181417,ishikawa,高速降りて直ぐのホテルです。立地はとても良かった。チェックイン後はフリードリンク（アルコールも！）で子供も喜んでました。部屋への入室は暗証番号を打ち込む方式で、カードキーや鍵ではないので、暗証番号を覚えておけば、家族当時にお風呂に行っても、カギを開けてもらったり、部屋で待ったりしなくていい。直ぐ隣は飲食店があり、そこで晩御飯を買ってホテルで食べる事も可能でした。朝ご飯は無料で、無料と考えると充実していた。フリードリンク、各菓子パン、サラダ、カレー、ご飯に味噌汁等など…２月連休に行きましたが、家族連れやカップルも沢山宿泊されていました。部屋は家族３人でダブルルームに簡易シングルをプラスして泊まりました。部屋は狭いですが、設備は最新でユニットバス、冷蔵庫、USBコンセント、個別のエアコン、YouTubeも見れるテレビもありました。温泉も男女共に６人位は同時に入れる規模で、混雑状況も部屋のテレビで分かるシステムでした。とても良かったので、また機械が有れば宿泊します。
181417,ishikawa,スーパーホテルはどこも満足感が高いですが、こちらでもぐっすり眠れました。枕最高です。チョイスの枕ではなく、お部屋備品の枕がお気に入りなのですが、同じものをネットで探して買っても、ちょっと違います。どこかに本物は売っていないのでしょうか（笑）こちらのホテル、温泉もよいですし、ウエルカムドリンクが最高です。本当にゆっくりできました。また行きます。
181417,ishikawa,北陸自動車の能美インターの直ぐそばで、ホテルの中の環境、サービスは充実してます。部屋の大型テレビでサブスクが見れるのが1番のお気に入り。ウェルカムドリンクもお得です。ただホテルの周りにコンビニも無いし食べる所もうどん屋さんだけなので、その辺が不便だと思います。朝食は品数は多く無いけど、パンもご飯もオカズも全部美味しいです。
181417,ishikawa,駅からは歩きますが迷うことはなくたどり着け、とても静かで落ち着ける立地でした。フロント対応は優しく丁寧で、アメニティもたくさんの種類から選べて嬉しかったです。朝ごはんは決して豪華なビュッフェではありませんが、混み合うこともなくゆっくり食べられ、和風にも洋風にも出来て嬉しかったです。お部屋や大浴場も綺麗で清潔感があり、設備も充実、水道からイオン水が出るというのも魅力的でした。
1371,ishikawa,朝食を含め、この上ないサービスでした。
1371,ishikawa,良いホテルなんですが、風呂や寝巻きに長い髪の毛がついていたり、部屋の枕4つとも加齢臭が酷くてあまり寝れなかった。
1371,ishikawa,どこもとてもきれいで、気持ちよく宿泊できました！２泊しましたが、朝ごはんのメニューが少しづつ違っていて、おいしくいただきました。洗顔や化粧水などがなく、何かしら部屋に置いてあると思い少ししか準備していかなかったため、近くの店で購入しました。パウチタイプのものでもいいので、あるとありがたかったです。
1371,ishikawa,ツインの禁煙ルームを予約しました。驚きの広さ 間違いではないかと思いました。左横には駅の おもてなしドームも見れました。   すぐ駅なので 観光のバスに乗るにもとても便利です。夕食のカニ御膳も とても 美味しくいただきました。
1371,ishikawa,なんといっても立地が、金沢駅から至近でいいですね。館内も綺麗で、気持ちよく過ごせました。
28073,ishikawa,県内からの利用者です。昨年も同様のプランで宿泊し大変満足したので、今回の宿泊もここに決めました。1月1日地震後の宿泊でしたが、建物自体に大きな損傷は見られておらず問題なく過ごせました。また、地震による影響なのか、宿泊客が少なく、向こう側の御好意でお通しのお茶菓子や部屋までの案内、そしてお部屋のグレードアップをして下さいました。スタッフの皆さんはどの方も丁寧かつ笑顔で対応してくれました。2歳子連れの宿泊の為、部屋食は食事処で食べるより気を使わずにゆっくり過ごせるので、このプランがリーズナブルでとても気に入っています。1階には小さい子供がお絵描きやおもちゃで遊べるスペースがあり、部屋に帰りたくなくなる程子供は楽しんでいました。他の気になるところはないです、強いて言うなら皆さんが言っている通り1階は寒い、内風呂は熱い、くらいです。機会があれば是非今後も利用したいお宿です。部屋食プランは魅力的なので、継続してもらえると本当に嬉しいです。今回の宿泊も大変満足出来ました。ありがとうございました。
28073,ishikawa,よくある湯治部ではなく昔の本館？での宿泊で、古びてはいますが広くて立派なお部屋に泊まることができました。特に庭園の眺めが絵のように素晴らしく、広縁から庭に降りることも出来て楽しめました。トイレの出入りにやや難があり、少し対策をお願いしたいところです。お食事はお部屋前までワゴンで持ってきてくれますが、温かいものは温かく量も十分でとてもおいしかったです。飲み物を頼むこともできて、地酒がお料理によく合って飲みすぎてしまうところでした。温泉は自分にはちょっと熱かったので主に露天を楽しみました。露天入口のトゲトゲマットがかなり痛かったので少し和らげていただけたら嬉しいです。帰りの送迎では靴を温めてくれていて感激しました。また機会があればぜひお伺いしたいです。
28073,ishikawa,手入れされた立派な庭を囲むように部屋がある、伝統のある老舗の旅館です。貸し切り露天風呂は窓を開けると涼しく風がはいってくるので、とても気持ちよく入れました。食事も大変美味しく、仕切りがしっかりあるので他のお客さんの顔を見る事なく、ゆっくり食事できました。食事の世話をしてくれた外国人の女の人が、しっかりと説明されて笑顔で応対されていたのがステキでした。部屋にカメムシが出たときも、すぐに対応してくれた女子も素晴らしかったです。雪の日の次の朝、帰り送迎バスを待ってる間、靴をストーブの近くであっためて下さいました男の方もありがたかったです。とても良いお宿だと思います。
28073,ishikawa,湯治プランでの滞在でしたが、夕飯も朝食も女性の私たちには十分満足できるものでした。部屋のトイレの配管が不具合で水浸しになってしまったので、設備はマイナス1点にしましたが、そのほかは大満足です。歴史ある素晴らしい旅館に滞在できていい思い出になりました。
28073,ishikawa,加賀温泉駅からの送迎バスは1時間に1本。飛行機が遅れた為、直前で送迎時間を変更して頂きました。少し待ちましたが、駅前のショッピングセンターがあるので問題ありません。宿に着くと抹茶とお菓子でお出迎え。庭園前の席が埋まっていたので後ろの席に座っていたところ、前の席が空いた時にどうぞと勧めて頂きました。ありがとうございました。施設は新しくないですが、綺麗に手入れが行き届いてます。部屋で飲めるコーヒーが美味しかったです。当日は満室でしたが、詰め込んでおらず、混雑を感じる事はありませんでした。温泉はサウナもありゆっくりできます。お風呂場の床が少し沈んでいる箇所がありましたが、すぐ修繕されると思います。食事の加賀会席もとても美味しく充分満足な内容でした。折角なのでのどぐろを付けましたが、やっぱりのどぐろは美味しくて正解でした。また、プランに食事処とあったので、大人数で食べる食事場を想像してましたが、部屋の近くの個室が用意されており、家族でゆっくり食べれました。周辺にたくさん観光名所がある訳でもないので、宿でゆっくり過ごすのに最適です。翌日は宿の案内にもあるスマイルレンタカーさんでレンタカーを借りて、加賀温泉周辺を観光、小松空港で回収した頂きました。安くてとてもサービスのいいレンタカー屋さんだったのでコチラもおすすめです。
29376,fukui,駅からのアクセスはさほど良くないが、天然温泉の大浴場は広くてかなり満足
29376,fukui,部屋はゆったり落ち着く雰囲気で過ごすことができました。お風呂は温度もちょうどよく気持ちよかったです。
29376,fukui,素晴らしい特に、大浴場は、サウナもあり快適です
29376,fukui,1月2日から2泊でスキー旅行で利用しました。今年は飛騨方面が雪少なく年末に急遽行き先変更でこちらのホテルを選びました。Jam勝山までは中部縦貫自動車道で１時間程度、範囲内です。大浴場、駐車場フリー、朝食ありの条件でしたが全て満足でした。大浴場にはサウナ、エレベーターホールに100円のフットマッサージ機がありとても良かったです。プールは大震災後で点検のため閉鎖でした。朝食のレストランが寒くてちょっと評価低めです。近くにはコンビニ、ドラッグストア、飲食店、福井といえばソースかつ丼のヨーロッパ軒は車で３分くらいなので便利です。また泊まりに来ると思います！
29376,fukui,ツインの部屋に宿泊しましたが、広さがあり、ゆとりを持って過ごせました。大浴場が6時から24時まで入れますので、疲れた身体には最高に気持ち良かったです。夕食のレストランは閉鎖されていますが、フロントの方が丁寧に開いているお店を教えていただいたので不自由なく美味しく飲みに行けました。福井市内に泊まるときは、また利用したいホテルです。
52099,fukui,立地は駅に近く評価は高いのですが、エレベータは１基しかなく不便さを感じました。また、部屋の空調の調整がうまくいかず、寒いと感じました。朝食は、美味しかったので満足しています。価格を考えれば、高評価ではないでしょうか。
52099,fukui,駅から近くてとても便利でした。受付の方の対応が他のホテルと比べると、淡々としていてふつうな感じでした
52099,fukui,お風呂がザラザラしていて清掃不足を感じる。朝食は8:00過ぎに行ったが、あまり補充されない。部屋は広く快適だが角部屋、音がうるさい。空調全て消しても常時ゴーというので、室外機？立地は駅前でとてもよし、雨でも濡れない。ウェルカムコーヒーがいつでも飲めて良かった
52099,fukui,長期で利用させていただきました。北陸新幹線 延伸の向けてあえてのコメントです。・ドア内側にキーフックが欲しいカードキーが理想ですが、コストがかかるのでまずはキーフックを希望します。・ベッド照明に調光機能が欲しい・テレビを壁掛けにしてほしい。ベッド正面にテレビが来るような形。・ベッド、デスク、カーペットなどはキレイですが全体的にみると少し古臭く感じてしまうのは白物が少し黄ばんでるからかと思います（照明、冷蔵庫、バス、トイレ等）少しずつでもよいのでリプレースしてもらえるとうれしいです。・客室のネットワーク環境の改善。アンドロイドテレビが遅いのかもしれませんが、テレビでyoutubeを見ることができません。福井県はNHKの総合とEテレ、民放2局しかないのでテレビでyoutubeみたいです。
52099,fukui,シングルスタンダードを利用させていただきました。ダブルエコノミーより快適です。クローゼットがない分、室内が広い。ダブルエコノミーにはないバゲージラックがある。スタッフの方はみな親切で、心地よく過ごすことができました。ありがとうございました。
37366,fukui,上階の足音が響いてうるさかった。飛び跳ねているのか？
37366,fukui,恐竜博物館目的に妻と息子の３人で宿泊しました。食事やスタッフの方の接客が予想以上に素晴らしく、家族皆満足です。ありがとうございました。
37366,fukui,子供のボードデビューに利用するのに利用しました。出るとすぐにゲレンデがあり、レンタルやリフト券購入もホテルから続きとなっておりとても移動も楽で助かりました。
